Id,Sales
1,-314.24113773690027
2,122.56400080976587
3,53.49853162397866
4,-119.0732040340457
5,-107.17618843831391
6,-104.55965960517788
7,-183.7206164598371
8,-284.1138523460118
9,-79.82731522791251
10,-98.54527875602948
11,81.07200934351594
12,292.71381882089895
13,289.70953561860114
14,311.30265562493753
15,-132.28042699192628
16,3.6618911243429535
17,-15.007426803307576
18,-302.26499388336833
19,-139.17897761002595
20,-602.481461083899
21,-431.7592369124845
22,-117.05841264336586
23,-49.937385826045485
24,67.21325196755379
25,-289.3512852378879
26,-376.25466434903416
27,-123.50332144883176
28,-398.5613491101416
29,168.15005206627777
30,-342.8044526806032
31,-213.4585643407202
32,-288.43306354861016
33,224.61308688081186
34,-326.22073571590914
35,-111.22450985038583
36,176.22798504408837
37,-59.05593167253227
38,-136.62531386056963
39,-115.06791526854025
40,-308.57527814837175
41,-702.3975671041969
42,-53.52760384674262
43,-74.88774308966165
44,-113.61493738667932
45,-230.24975910906048
46,401.1191865945492
47,-420.0827960128322
48,-405.90240198621206
49,-131.657590599682
50,61.69626518707998
51,-575.2122918188772
52,-162.91771400948008
53,-53.133891111133174
54,-279.55509754158993
55,230.535069873453
56,98.36261308705905
57,-149.59307956976363
58,-462.3056804299956
59,-168.87973607327436
60,-386.72826362011153
61,173.23550343717
62,-351.84884996685236
63,-410.81981015265274
64,-25.555923028475906
65,-184.02607628951156
66,-987.5703967526705
67,192.43232389390218
68,69.7754071088075
69,-255.89410774974522
70,-38.983950957467755
71,-243.2617376243589
72,416.56154536415727
73,-45.5933049200134
74,-84.21261536463568
75,-54.388602190619636
76,-288.3864328546719
77,-68.9803825615394
78,-390.57247500087726
79,51.36250042905937
80,-192.14378927906452
81,-436.48407758358763
82,-95.84104392015898
83,-122.46492497733658
84,-219.77253300623232
85,-275.8268296393324
86,-410.541465207972
87,-198.69327173334378
88,-37.314514545720655
89,-537.0495016247861
90,34.12745053693652
91,-576.0365037264252
92,-295.65961216512113
93,-48.001809046302704
94,-417.38166988989093
95,-131.9834585540492
96,-341.9509382752595
97,-126.23351979453699
98,-244.15198089727372
99,-439.88477925311844
100,-97.20415697086239
101,-197.7715959185891
102,-117.95867288016372
103,-264.2437076963146
104,334.49440247074443
105,35.61353045461781
106,87.49104099228401
107,-97.96717328871114
108,-170.03111123224338
109,63.729996699124875
110,-79.67573668823424
111,-146.46168454991565
112,-410.67807587058365
113,258.556720373619
114,-280.5550668671545
115,245.883764273879
116,-77.94239895516435
117,-343.88542124860123
118,-272.4186440312683
119,-112.74392207891927
120,-218.5998574068224
121,-320.60127654628707
122,78.27100142553411
123,-41.43977660279069
124,-486.7125310498205
125,132.00919178885215
126,-95.58232992193865
127,-490.8308848559367
128,202.76614622068072
129,-215.95641517934547
130,-374.53497041159807
131,-159.69026551699508
132,-184.97734244585175
133,-320.2978891918987
134,-28.105413042980963
135,67.63419472567286
136,-358.4465174715345
137,-58.6889308406109
138,143.81786812551206
139,-108.40487843920768
140,-38.07574623207301
141,31.2609869411673
142,-78.7800243833143
143,26.474547699059325
144,-123.02875339268371
145,-480.64403556820054
146,182.65357953126255
147,-367.66960818245565
148,163.7801227879268
149,25.27567831478285
150,-239.14027510531346
151,-733.2075028268382
152,-540.6328689632875
153,-399.56154871073795
154,-25.496627207789004
155,-124.99679895190941
156,-185.10209394432604
157,-36.925292173231185
158,184.48104218357815
159,-695.310507588195
160,-25.544409276886217
161,-253.89578102383862
162,-6.468195368056044
163,-521.3510770198234
164,-426.58679914833215
165,-294.66442104646626
166,-199.1348241068084
167,-156.65420436030973
168,324.7525596819498
169,-82.26828813368473
170,125.89872868268777
171,-183.47358891948028
172,-69.32308937760652
173,99.4169848888849
174,184.35686637268336
175,-143.5881112125398
176,-312.77549472829065
177,-280.99874928466323
178,-0.3522056611286169
179,-81.24131906064233
180,-1156.8167882453185
